,accuracy,precision,recall,specificity,balanced_accuracy,mcc,f1_score
hmmsearch_out_C_1_denoised1_swissprot.domtblout,0.7539401286953278,0.09264201296225696,0.9871576464421439,0.7478580924292496,0.8675078694356968,0.260315813567348,0.16938747976254723
hmmsearch_out_C_1_swissprot.domtblout,0.7538955664621956,0.09533887692230626,0.9976412003669244,0.7473913529995944,0.8725162766832594,0.2663978746510524,0.17404524307579758
hmmsearch_out_C_3_denoised1_uniref90.domtblout,0.7266378056116084,0.07570971591307923,0.9893854016511597,0.7205591666464554,0.8549722841488075,0.23131760379299604,0.14065614695307116
hmmsearch_out_C_3_uniref90.domtblout,0.7285535143457721,0.07753499452970829,0.9937098676451317,0.7223258419358214,0.8580178547904765,0.235311296447463,0.14384627058198649
hmmsearch_out_C_4_denoised1_uniref90.domtblout,0.7238242179187061,0.09383157027064157,0.9845367579609487,0.7160379315338162,0.8502873447473824,0.25550826128380283,0.17133409350057013
hmmsearch_out_C_4_uniref90.domtblout,0.7233917861600755,0.0944758200246849,0.9930546455248329,0.7153265790040957,0.8541906122644642,0.25830069425268826,0.17253705516723208
HMM_reference_search.domtblout,0.6665928433574841,0.052764044943820226,1.0,0.6602836879432624,0.8301418439716313,0.18665272081143008,0.10023907103825136
hmmsearch_out_M_1.domtblout,0.7571288527520688,0.10016459914087278,0.9808675140872756,0.750801421620039,0.8658344678536574,0.26974139106983824,0.181767405716506
hmmsearch_out_M_4_denoised1_uniref90.domtblout,0.7301996343928425,0.1004427935021063,0.9779845367579609,0.7223447697145682,0.8501646532362646,0.2639451795233511,0.18217546257872383
hmmsearch_out_M_4_uniref90.domtblout,0.7321599160321931,0.10311476763063038,0.9821779583278731,0.7240849529355996,0.8531314556317364,0.2688217656943628,0.18663545700163103
hmmsearch_out_O_1.domtblout,0.7584815239650113,0.0984916289354533,0.9806054252391561,0.752352888005062,0.8664791566221091,0.26771123666237,0.17900415037018433
hmmsearch_out_O_4_denoised1_uniref90.domtblout,0.7224226575001481,0.09156997912520025,0.988730179530861,0.7146761608160496,0.8517031701734552,0.25315686580193236,0.16761638175214102
hmmsearch_out_O_4_uniref90.domtblout,0.7239194701193729,0.09321804585260257,0.9931856899488927,0.7160042989379775,0.854594994443435,0.2567312949779345,0.17043908472479902
out_psiblast_C_1_denoised1_swissprot_1iterations.xml,0.641851106639839,0.26601057043922,0.9563622067881011,0.5933890638882158,0.7748756353381585,0.3742725199573522,0.41624365482233505
out_psiblast_C_1_denoised1_swissprot_2iterations.xml,0.41851415154014704,0.06178054100865189,0.9909579347398768,0.39552058111380145,0.6932392579268392,0.15336976348656137,0.1163098314261105
out_psiblast_C_1_denoised1_swissprot_3iterations.xml,0.3429116039264752,0.04611059958413873,0.9909579347398768,0.3214615674894924,0.6562097511146846,0.11880762300171414,0.08812081944671032
out_psiblast_C_1_swissprot_1iterations.xml,0.5982175419401896,0.2978155339805825,0.9647490499279255,0.5210397064098673,0.7428943781688964,0.3712846308161072,0.4551327625112052
out_psiblast_C_1_swissprot_2iterations.xml,0.3652381800422016,0.06092468843061643,1.0,0.3379748972814769,0.6689874486407384,0.1434956978945486,0.1148520514132627
out_psiblast_C_1_swissprot_3iterations.xml,0.2808630089316785,0.04692448177687043,1.0,0.25446621836128025,0.6272331091806401,0.10927348912853029,0.08964253409611522
out_psiblast_C_3_denoised1_uniref90_1iterations.xml,0.8256406803139911,0.29088952654232425,0.9564932512121609,0.8152739278039057,0.8858835895080333,0.4703720392977882,0.4461082419093604
out_psiblast_C_4_denoised1_uniref90_1iterations.xml,0.8040317938543312,0.3176311661146941,0.9551828069715633,0.7884490678195082,0.8718159373955358,0.4815270572244146,0.47673239805095
out_psiblast_C_4_uniref90_1iterations.xml,0.799892224222606,0.3137246513219817,0.9609487616301926,0.7832883004593353,0.8721185310447639,0.47924925605573016,0.4730204805676504
out_psiblast_M_1.xml,0.6252217265809499,0.17573685669407743,0.9969859782466256,0.592852904933595,0.7949194415901103,0.32155163767556844,0.2988040767433183
out_psiblast_M_3_uniref90_1iterations.xml,0.8163916977115487,0.4679064961901072,0.9495478967369938,0.7905652704351362,0.870056583586065,0.5807364042945758,0.62689795388675
out_psiblast_M_3_uniref90_2iterations.xml,0.4973341962524655,0.06967627477537629,0.9572795177565194,0.47857070304773414,0.7179251104021268,0.16966722532516781,0.12989784214878236
out_psiblast_M_4_denoised1_uniref90_1iterations.xml,0.8282228334016034,0.5691280439905735,0.949416852312934,0.7933853166082796,0.8714010844606068,0.6398291357248134,0.7116546338588478
out_psiblast_M_4_uniref90_1iterations.xml,0.827806242730959,0.5866677401175429,0.9549207181234438,0.7876933256140931,0.8713070218687684,0.6499955914272509,0.7268102932375823
out_psiblast_O_1.xml,0.5708153161621858,0.21759881112286017,0.9977722447909841,0.5128387636350695,0.7553055042130268,0.3328773539456157,0.3572802777908123
out_psiblast_O_3_uniref90_1iterations.xml,0.8217732654200709,0.32358382521363754,0.9626523391429694,0.8083566293929713,0.8855044842679703,0.4960931519755823,0.4843569709557248
out_psiblast_O_3_uniref90_2iterations.xml,0.5705498718763848,0.0763458740386614,0.9626523391429694,0.5555877808391797,0.7591200599910746,0.19554938244648348,0.14147191649574872
out_psiblast_O_4_denoised1_uniref90_1iterations.xml,0.7943882809049418,0.3077020308418303,0.9570174289083999,0.7775897776033136,0.8673036032558568,0.471030304778497,0.46567830384186193
out_psiblast_O_4_uniref90_1iterations.xml,0.7920820708816837,0.31128437645662954,0.9626523391429694,0.7739813655958837,0.8683168523694266,0.4749207694033051,0.47044508485430675
