,accuracy,precision,recall,specificity,balanced_accuracy,mcc,f1_score
hmmsearch_out_C_1_denoised1_swissprot.domtblout,0.771177390681634,0.04918996219170568,0.9871576464421439,0.768557681762044,0.8778576641020939,0.19240704872867218,0.09371034757296047
hmmsearch_out_C_1_swissprot.domtblout,0.7714256823797817,0.049997701406082735,0.9976412003669244,0.7686650109307358,0.8831531056488301,0.19566515380129845,0.09522320479305557
hmmsearch_out_C_3_denoised1_uniref90.domtblout,0.7653314493661606,0.04114105114023377,0.9893854016511597,0.7630289310344364,0.876207166342798,0.17563475490734884,0.07899720632396179
hmmsearch_out_C_3_uniref90.domtblout,0.7660199969152981,0.041666208776113496,0.9937098676451317,0.7636656079264591,0.8786877377857953,0.1774611615428795,0.0799789057350033
hmmsearch_out_C_4_denoised1_uniref90.domtblout,0.7640460662853605,0.04290911583119635,0.9845367579609487,0.7616529461629051,0.8730948520619269,0.17847675485210734,0.08223421372358009
hmmsearch_out_C_4_uniref90.domtblout,0.7642800576972029,0.04349872569053796,0.9930546455248329,0.7617843372994486,0.8774194914121407,0.18099575872905374,0.08334662318593512
hmmsearch_out_M_1.domtblout,0.7759204929085965,0.05015108978954633,0.9808675140872756,0.7734208553696751,0.8771441847284753,0.19390945151920394,0.09542325344212137
hmmsearch_out_M_4_denoised1_uniref90.domtblout,0.7652097367984186,0.04250024202871315,0.9779845367579609,0.7629202646377025,0.8704524006978317,0.1768011670118747,0.08146045953173607
hmmsearch_out_M_4_uniref90.domtblout,0.7671673204934517,0.04308511249841916,0.9821779583278731,0.7648495550218958,0.8735137566748845,0.17888032491944109,0.08254905308140911
hmmsearch_out_O_1.domtblout,0.7764233075105228,0.050043469537885375,0.9806054252391561,0.7739436955933606,0.8772745604162584,0.19372841305629646,0.09522718740654489
hmmsearch_out_O_4_denoised1_uniref90.domtblout,0.7658526449082849,0.04302675699719428,0.988730179530861,0.7634552440987502,0.8760927118148056,0.17956804589735806,0.08246487455393006
hmmsearch_out_O_4_uniref90.domtblout,0.7678012402266265,0.04354670972116086,0.9931856899488927,0.7653771127673729,0.8792814013581327,0.18154966867512762,0.0834351640851195
out_psiblast_C_1_denoised1_swissprot_1iterations.xml,0.641851106639839,0.26601057043922,0.9563622067881011,0.5933890638882158,0.7748756353381585,0.3742725199573522,0.41624365482233505
out_psiblast_C_1_denoised1_swissprot_2iterations.xml,0.41851415154014704,0.06178054100865189,0.9909579347398768,0.39552058111380145,0.6932392579268392,0.15336976348656137,0.1163098314261105
out_psiblast_C_1_denoised1_swissprot_3iterations.xml,0.3429116039264752,0.04611059958413873,0.9909579347398768,0.3214615674894924,0.6562097511146846,0.11880762300171414,0.08812081944671032
out_psiblast_C_1_swissprot_1iterations.xml,0.5982175419401896,0.2978155339805825,0.9647490499279255,0.5210397064098673,0.7428943781688964,0.3712846308161072,0.4551327625112052
out_psiblast_C_1_swissprot_2iterations.xml,0.3652381800422016,0.06092468843061643,1.0,0.3379748972814769,0.6689874486407384,0.1434956978945486,0.1148520514132627
out_psiblast_C_1_swissprot_3iterations.xml,0.2808630089316785,0.04692448177687043,1.0,0.25446621836128025,0.6272331091806401,0.10927348912853029,0.08964253409611522
out_psiblast_C_3_denoised1_uniref90_1iterations.xml,0.8256406803139911,0.29088952654232425,0.9564932512121609,0.8152739278039057,0.8858835895080333,0.4703720392977882,0.4461082419093604
out_psiblast_C_4_denoised1_uniref90_1iterations.xml,0.8040317938543312,0.3176311661146941,0.9551828069715633,0.7884490678195082,0.8718159373955358,0.4815270572244146,0.47673239805095
out_psiblast_C_4_uniref90_1iterations.xml,0.799892224222606,0.3137246513219817,0.9609487616301926,0.7832883004593353,0.8721185310447639,0.47924925605573016,0.4730204805676504
out_psiblast_M_1.xml,0.635285590370608,0.11030403201252664,0.9969859782466256,0.6181084966425411,0.8075472374445833,0.26020183736926966,0.19863192522583678
out_psiblast_M_3_uniref90_1iterations.xml,0.8163916977115487,0.4679064961901072,0.9495478967369938,0.7905652704351362,0.870056583586065,0.5807364042945758,0.62689795388675
out_psiblast_M_3_uniref90_2iterations.xml,0.4973341962524655,0.06967627477537629,0.9572795177565194,0.47857070304773414,0.7179251104021268,0.16966722532516781,0.12989784214878236
out_psiblast_M_4_denoised1_uniref90_1iterations.xml,0.8282228334016034,0.5691280439905735,0.949416852312934,0.7933853166082796,0.8714010844606068,0.6398291357248134,0.7116546338588478
out_psiblast_M_4_uniref90_1iterations.xml,0.827806242730959,0.5866677401175429,0.9549207181234438,0.7876933256140931,0.8713070218687684,0.6499955914272509,0.7268102932375823
out_psiblast_O_1.xml,0.6163488788003852,0.09847896942418129,0.9977722447909841,0.599630084896665,0.7987011648438246,0.24235159580130017,0.1792647180006357
out_psiblast_O_3_uniref90_1iterations.xml,0.8217732654200709,0.32358382521363754,0.9626523391429694,0.8083566293929713,0.8855044842679703,0.4960931519755823,0.4843569709557248
out_psiblast_O_3_uniref90_2iterations.xml,0.5705498718763848,0.0763458740386614,0.9626523391429694,0.5555877808391797,0.7591200599910746,0.19554938244648348,0.14147191649574872
out_psiblast_O_4_denoised1_uniref90_1iterations.xml,0.7943882809049418,0.3077020308418303,0.9570174289083999,0.7775897776033136,0.8673036032558568,0.471030304778497,0.46567830384186193
out_psiblast_O_4_uniref90_1iterations.xml,0.7920820708816837,0.31128437645662954,0.9626523391429694,0.7739813655958837,0.8683168523694266,0.4749207694033051,0.47044508485430675
