,ids,e_value,hit_start,hit_end,bitscore
0,D0V3Y4,2.99289e-156,1,335,446.025
1,P47177,1.43009e-153,23,400,441.402
2,B2TEK6,4.3099e-145,7,355,418.29
3,Q9HWH9,8.79734e-145,1,350,417.135
4,Q12723,4.20346e-140,1,374,405.964
5,Q8NXG7,1.78273e-102,1,349,309.664
6,Q49W60,1.00296e-101,1,350,307.738
7,Q6GB05,1.25996e-101,1,349,307.353
8,Q6GIG7,1.54879e-101,1,349,306.968
9,Q99VF6,2.19259e-101,1,349,306.582
10,A5IR97,2.19259e-101,1,349,306.582
11,A6U025,2.19259e-101,1,349,306.582
12,A8Z1H7,2.09947e-100,1,349,304.271
13,A6QFD2,2.09947e-100,1,349,304.271
14,Q5HHG4,2.09947e-100,1,349,304.271
15,Q2FZX9,2.09947e-100,1,349,304.271
16,Q2FIF3,2.09947e-100,1,349,304.271
17,Q4L4T4,8.86981e-98,1,350,297.723
18,O05413,7.74255e-97,1,343,295.026
19,O06179,1.87476e-23,1,345,103.582
20,Q9I4V0,8.69992e-19,1,221,89.3298
21,Q01284,4.69898e-13,152,367,73.1514
22,Q7NTY1,3.24672e-06,149,255,51.9655
23,Q3KFC7,5.80062e-06,230,321,51.1951
24,Q4KFI7,8.2279e-06,226,321,50.8099
25,O87392,8.28409e-06,243,326,51.1951
26,Q4ZUM3,1.13997e-05,230,343,50.4247
27,Q48JY0,1.19214e-05,230,321,50.4247
28,Q58070,1.83824e-05,159,268,49.6543
29,Q6A6A0,2.45863e-05,111,229,48.4987
30,Q480K7,2.5187e-05,231,322,49.2691
31,A9BJH4,2.83782e-05,224,276,48.8839
32,Q883P1,3.04873e-05,230,321,48.8839
33,C3K017,3.37409e-05,230,321,48.8839
34,Q8KCW4,7.11602e-05,320,373,48.1135
35,C1DDY1,8.99722e-05,230,343,47.7283
36,Q4QJK8,0.000123679,256,333,47.3431
37,P46454,0.000124782,256,333,47.3431
38,A5UFG9,0.000136359,256,333,47.3431
39,A5UBE3,0.000137575,256,333,47.3431
40,C6E6N2,0.000193163,227,272,46.5727
41,B5EFU4,0.000196661,227,272,46.5727
42,Q1ICL4,0.000198787,230,321,46.5727
43,B1L993,0.000203628,325,410,46.9579
44,Q9WYM8,0.000203628,325,410,46.9579
45,Q6DAY3,0.000214499,256,333,46.5727
46,B0BTC7,0.000277202,256,333,46.1875
47,B3GZA5,0.000302893,256,333,46.1875
48,A3N3E5,0.000302893,256,333,46.1875
49,O50316,0.000320513,328,373,46.1875
50,A1WTJ3,0.0003262,232,317,45.8023
51,Q5P1A9,0.000347822,222,314,45.8023
52,B0KG90,0.000388804,230,321,45.8023
53,Q88L40,0.000401878,230,321,45.4171
54,A4X5V3,0.000434485,137,261,45.4171
55,Q39UK4,0.000499747,227,272,45.0319
56,Q7VTR9,0.000527042,239,330,45.4171
57,A6V325,0.000551557,237,338,45.0319
58,Q7W4W6,0.000555918,239,330,45.0319
59,Q7WGE4,0.000565891,239,330,45.0319
60,Q9HZF8,0.000571543,237,338,45.0319
61,B7UWL8,0.000571543,237,338,45.0319
62,Q02PL5,0.000581806,237,338,45.0319
63,B1XV77,0.000717358,236,322,44.6467
64,A4VM41,0.00095121,231,340,44.2615
65,Q8FWN5,0.000953237,122,236,44.6467
66,B9KBQ2,0.000972629,325,410,44.6467
67,Q8YBP2,0.00102572,115,229,44.6467
68,E9PU28,0.00116612,297,407,44.6467
69,P12268,0.00116612,297,407,44.6467
70,P12269,0.00116612,297,407,44.6467
71,P24547,0.00119722,297,407,44.2615
72,B1J5B5,0.00124714,230,321,43.8763
73,A9IN89,0.00127578,256,333,44.2615
74,Q5KP44,0.00130287,299,416,44.2615
75,Q13ZM3,0.0013359,245,325,43.8763
76,B0T7X2,0.00143646,256,333,43.8763
77,A9AJX4,0.00145104,234,325,43.8763
78,Q8A9C3,0.00172315,225,270,43.4911
79,Q64TN0,0.00172315,225,270,43.4911
80,Q5LCI2,0.00172315,225,270,43.4911
81,P0C0H6,0.00172968,35,89,43.8763
82,P0DB89,0.00172968,35,89,43.8763
83,P68839,0.00172968,35,89,43.8763
84,Q5X9A3,0.00172968,35,89,43.8763
85,P0DB88,0.00172968,35,89,43.8763
86,P0C0H7,0.00172968,35,89,43.8763
87,Q3SWY3,0.00176104,305,407,43.8763
88,Q12658,0.00187812,357,411,43.8763
89,A5G3H0,0.00196538,227,272,43.4911
90,B2UNA2,0.00231765,236,326,43.1059
91,Q2KW44,0.00270068,239,330,43.1059
92,P9WND5,0.00273473,281,359,43.1059
93,P9WND4,0.00273473,281,359,43.1059
94,Q8F4Q4,0.0031257,342,400,43.1059
95,A6TVS0,0.00315514,226,271,42.7207
96,B2JKL9,0.0033652,234,325,42.7207
97,B0UXP9,0.00355069,347,407,43.1059
98,Q07152,0.00374074,366,423,42.7207
99,Q6A912,0.00386397,227,278,42.3355
100,Q6G0J2,0.00388538,256,333,42.7207
101,B4SMK1,0.00392882,256,333,42.7207
102,A6VW35,0.00407165,230,342,42.3355
103,A1K7M2,0.00429603,225,314,42.3355
104,Q8R7I7,0.00432032,110,211,41.9503
105,B2FIJ0,0.00444612,256,333,42.3355
106,F7CYY5,0.00500067,348,408,42.3355
107,Q0BFR0,0.00564096,237,325,41.9503
108,Q01YA2,0.00603832,226,268,41.9503
109,Q8KFR5,0.00609193,197,304,41.9503
110,Q21JW9,0.00619515,230,321,41.9503
111,B1JPU0,0.00652095,256,333,41.9503
112,Q66C32,0.00652095,256,333,41.9503
113,A4TKI4,0.00652095,256,333,41.9503
114,Q1CGZ1,0.00652095,256,333,41.9503
115,A9R623,0.00652095,256,333,41.9503
116,Q8ZFV8,0.00652095,256,333,41.9503
117,B2JZQ1,0.00652095,256,333,41.9503
118,Q1C9P0,0.00652095,256,333,41.9503
119,A7FJF0,0.00652095,256,333,41.9503
120,A9B5I3,0.00943332,35,125,40.7947
